,src_id,country_id,area_id,currency_id,Url_id,Source_file_id,widget_type,funnel,description,cart_preview,show_first_availability,id,name,background_color,location_id,link,image,label,first_availability_icon_accessibility,button_available_hours,link_availability,store_labels,first_available_slot,link_first_availability,widget_id,tracking,style,color,color_name,nw,store_id
0,22,4,1,4,15716,149826,store,POSTAL_CODE,,,TRUE,5232,Lidl,#0050aa,11331,everli://app/locations/11331/stores/5232,https://d2f5fuie6vdmie.cloudfront.net/asset/gdo/lidl/logo-postal-code@2x.png,"[{'value': 'Come funzionano i prezzi di Everli', 'color_name': None, 'color': '#000000', 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': [], 'background': None, 'typography_style': None}]",Delivery time,Delivery time,everli://app/locations/11331/stores/5232/availability?funnel=POSTAL_CODE_POPUP,[],"[{'value': 'Next delivery:', 'color_name': None, 'color': None, 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': ['semibold'], 'background': None, 'typography_style': None}]",/v3/locations/11331/stores/5232/availability?funnel=POSTAL_CODE&terminate_first_hit=1&page=store_list,e229ae249bffbc369a8766465ea4a3a3,"[{'event_name': 'select_store', 'data': {'location_id': '11331', 'location_province': 'MI', 'location_operating_province': 'MI', 'location_postal_code': '20123', 'location_country': 'ITA', 'location_area': 'MI2', 'store_store_id': '5232', 'store_province': 'MI', 'store_label_text': 'Come funzionano i prezzi di Everli', 'store_type': 'delivery', 'store_position': 1, 'tab_name': 'all'}}]",,,,2023y10m23d 15h7m58s,5232
1,22,4,1,4,15716,149826,store,POSTAL_CODE,,,TRUE,4494,Ipercoop,#e93333,11331,everli://app/locations/11331/stores/4494,https://d2m46sh0bejigh.cloudfront.net/asset/gdo/ipercoop-lombardia/logo-postal-code@2x.png,"[{'value': 'I prezzi Everli differiscono dal negozio', 'color_name': None, 'color': '#000000', 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': [], 'background': None, 'typography_style': None}]",Delivery time,Delivery time,everli://app/locations/11331/stores/4494/availability?funnel=POSTAL_CODE_POPUP,[],"[{'value': 'Next delivery:', 'color_name': None, 'color': None, 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': ['semibold'], 'background': None, 'typography_style': None}]",/v3/locations/11331/stores/4494/availability?funnel=POSTAL_CODE&terminate_first_hit=1&page=store_list,fc57b2abc9186982f9e5cdf0abd37e2c,"[{'event_name': 'select_store', 'data': {'location_id': '11331', 'location_province': 'MI', 'location_operating_province': 'MI', 'location_postal_code': '20123', 'location_country': 'ITA', 'location_area': 'MI2', 'store_store_id': '4494', 'store_province': 'MI', 'store_label_text': 'I prezzi Everli differiscono dal negozio', 'store_type': 'delivery', 'store_position': 2, 'tab_name': 'all'}}]",,,,2023y10m23d 15h7m58s,4494
2,22,4,1,4,15716,149826,store,POSTAL_CODE,,,TRUE,4426,Coop,#e93333,11331,everli://app/locations/11331/stores/4426,https://d2m46sh0bejigh.cloudfront.net/asset/gdo/coop-lombardia/logo-postal-code@2x.png,"[{'value': 'I prezzi Everli differiscono dal negozio', 'color_name': None, 'color': '#000000', 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': [], 'background': None, 'typography_style': None}]",Delivery time,Delivery time,everli://app/locations/11331/stores/4426/availability?funnel=POSTAL_CODE_POPUP,[],"[{'value': 'Next delivery:', 'color_name': None, 'color': None, 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': ['semibold'], 'background': None, 'typography_style': None}]",/v3/locations/11331/stores/4426/availability?funnel=POSTAL_CODE&terminate_first_hit=1&page=store_list,e0c81cae6191be63da4e374f57b45718,"[{'event_name': 'select_store', 'data': {'location_id': '11331', 'location_province': 'MI', 'location_operating_province': 'MI', 'location_postal_code': '20123', 'location_country': 'ITA', 'location_area': 'MI2', 'store_store_id': '4426', 'store_province': 'MI', 'store_label_text': 'I prezzi Everli differiscono dal negozio', 'store_type': 'delivery', 'store_position': 3, 'tab_name': 'all'}}]",,,,2023y10m23d 15h7m58s,4426
3,22,4,1,4,15716,149826,store,POSTAL_CODE,,,TRUE,5218,Carrefour Market,#db0a12,11331,everli://app/locations/11331/stores/5218,https://d2f5fuie6vdmie.cloudfront.net/asset/gdo/carrefour-market/logo-postal-code@2x.png,"[{'value': 'Come funzionano i prezzi di Everli', 'color_name': None, 'color': '#000000', 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': [], 'background': None, 'typography_style': None}]",Delivery time,Delivery time,everli://app/locations/11331/stores/5218/availability?funnel=POSTAL_CODE_POPUP,[],"[{'value': 'Next delivery:', 'color_name': None, 'color': None, 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': ['semibold'], 'background': None, 'typography_style': None}]",/v3/locations/11331/stores/5218/availability?funnel=POSTAL_CODE&terminate_first_hit=1&page=store_list,3722498aa83bba6853e37e5172c3d181,"[{'event_name': 'select_store', 'data': {'location_id': '11331', 'location_province': 'MI', 'location_operating_province': 'MI', 'location_postal_code': '20123', 'location_country': 'ITA', 'location_area': 'MI2', 'store_store_id': '5218', 'store_province': 'MI', 'store_label_text': 'Come funzionano i prezzi di Everli', 'store_type': 'delivery', 'store_position': 4, 'tab_name': 'all'}}]",,,,2023y10m23d 15h7m58s,5218
4,22,4,1,4,15716,149826,store,POSTAL_CODE,,,TRUE,5540,Conad,#ee3139,11331,everli://app/locations/11331/stores/5540,https://d2m46sh0bejigh.cloudfront.net/asset/gdo/conad/logo-postal-code@2x.png,"[{'value': 'Come funzionano i prezzi di Everli', 'color_name': None, 'color': '#000000', 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': [], 'background': None, 'typography_style': None}]",Delivery time,Delivery time,everli://app/locations/11331/stores/5540/availability?funnel=POSTAL_CODE_POPUP,[],"[{'value': 'Next delivery:', 'color_name': None, 'color': None, 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': ['semibold'], 'background': None, 'typography_style': None}]",/v3/locations/11331/stores/5540/availability?funnel=POSTAL_CODE&terminate_first_hit=1&page=store_list,2ac43afdc7466f2546257d344181496e,"[{'event_name': 'select_store', 'data': {'location_id': '11331', 'location_province': 'MI', 'location_operating_province': 'MI', 'location_postal_code': '20123', 'location_country': 'ITA', 'location_area': 'MI2', 'store_store_id': '5540', 'store_province': 'MI', 'store_label_text': 'Come funzionano i prezzi di Everli', 'store_type': 'delivery', 'store_position': 5, 'tab_name': 'all'}}]",,,,2023y10m23d 15h7m58s,5540
5,22,4,1,4,15716,149826,store,POSTAL_CODE,,,TRUE,4503,Pam,#00904b,11331,everli://app/locations/11331/stores/4503,https://d2m46sh0bejigh.cloudfront.net/asset/gdo/pam/logo-postal-code@2x.png,"[{'value': 'Come funzionano i prezzi di Everli', 'color_name': None, 'color': '#000000', 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': [], 'background': None, 'typography_style': None}]",Delivery time,Delivery time,everli://app/locations/11331/stores/4503/availability?funnel=POSTAL_CODE_POPUP,[],"[{'value': 'Next delivery:', 'color_name': None, 'color': None, 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': ['semibold'], 'background': None, 'typography_style': None}]",/v3/locations/11331/stores/4503/availability?funnel=POSTAL_CODE&terminate_first_hit=1&page=store_list,d19ee19b8ef87d067855ca5849c6276d,"[{'event_name': 'select_store', 'data': {'location_id': '11331', 'location_province': 'MI', 'location_operating_province': 'MI', 'location_postal_code': '20123', 'location_country': 'ITA', 'location_area': 'MI2', 'store_store_id': '4503', 'store_province': 'MI', 'store_label_text': 'Come funzionano i prezzi di Everli', 'store_type': 'delivery', 'store_position': 6, 'tab_name': 'all'}}]",,,,2023y10m23d 15h7m58s,4503
6,22,4,3,4,15717,149826,store,POSTAL_CODE,,,TRUE,5465,Lidl,#0050aa,11365,everli://app/locations/11365/stores/5465,https://d2f5fuie6vdmie.cloudfront.net/asset/gdo/lidl/logo-postal-code@2x.png,"[{'value': 'Come funzionano i prezzi di Everli', 'color_name': None, 'color': '#000000', 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': [], 'background': None, 'typography_style': None}]",Delivery time,Delivery time,everli://app/locations/11365/stores/5465/availability?funnel=POSTAL_CODE_POPUP,[],"[{'value': 'Next delivery:', 'color_name': None, 'color': None, 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': ['semibold'], 'background': None, 'typography_style': None}]",/v3/locations/11365/stores/5465/availability?funnel=POSTAL_CODE&terminate_first_hit=1&page=store_list,b55870e04c4a3555ffed37dfd04a77b3,"[{'event_name': 'select_store', 'data': {'location_id': '11365', 'location_province': 'MI', 'location_operating_province': 'MI', 'location_postal_code': '20124', 'location_country': 'ITA', 'location_area': 'MI3', 'store_store_id': '5465', 'store_province': 'MI', 'store_label_text': 'Come funzionano i prezzi di Everli', 'store_type': 'delivery', 'store_position': 1, 'tab_name': 'all'}}]",,,,2023y10m23d 15h7m58s,5465
7,22,4,3,4,15717,149826,store,POSTAL_CODE,,,TRUE,4429,Coop,#e93333,11365,everli://app/locations/11365/stores/4429,https://d2m46sh0bejigh.cloudfront.net/asset/gdo/coop-lombardia/logo-postal-code@2x.png,"[{'value': 'I prezzi Everli differiscono dal negozio', 'color_name': None, 'color': '#000000', 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': [], 'background': None, 'typography_style': None}]",Delivery time,Delivery time,everli://app/locations/11365/stores/4429/availability?funnel=POSTAL_CODE_POPUP,[],"[{'value': 'Next delivery:', 'color_name': None, 'color': None, 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': ['semibold'], 'background': None, 'typography_style': None}]",/v3/locations/11365/stores/4429/availability?funnel=POSTAL_CODE&terminate_first_hit=1&page=store_list,8bef55db7ecdb363b7116a6333719394,"[{'event_name': 'select_store', 'data': {'location_id': '11365', 'location_province': 'MI', 'location_operating_province': 'MI', 'location_postal_code': '20124', 'location_country': 'ITA', 'location_area': 'MI3', 'store_store_id': '4429', 'store_province': 'MI', 'store_label_text': 'I prezzi Everli differiscono dal negozio', 'store_type': 'delivery', 'store_position': 2, 'tab_name': 'all'}}]",,,,2023y10m23d 15h7m58s,4429
8,22,4,3,4,15717,149826,store,POSTAL_CODE,,,TRUE,4399,Carrefour Market,#db0a12,11365,everli://app/locations/11365/stores/4399,https://d2f5fuie6vdmie.cloudfront.net/asset/gdo/carrefour-market/logo-postal-code@2x.png,"[{'value': 'Come funzionano i prezzi di Everli', 'color_name': None, 'color': '#000000', 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': [], 'background': None, 'typography_style': None}]",Delivery time,Delivery time,everli://app/locations/11365/stores/4399/availability?funnel=POSTAL_CODE_POPUP,[],"[{'value': 'Next delivery:', 'color_name': None, 'color': None, 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': ['semibold'], 'background': None, 'typography_style': None}]",/v3/locations/11365/stores/4399/availability?funnel=POSTAL_CODE&terminate_first_hit=1&page=store_list,cb5e3792a9481b8bb28ab26ed6f736b7,"[{'event_name': 'select_store', 'data': {'location_id': '11365', 'location_province': 'MI', 'location_operating_province': 'MI', 'location_postal_code': '20124', 'location_country': 'ITA', 'location_area': 'MI3', 'store_store_id': '4399', 'store_province': 'MI', 'store_label_text': 'Come funzionano i prezzi di Everli', 'store_type': 'delivery', 'store_position': 3, 'tab_name': 'all'}}]",,,,2023y10m23d 15h7m58s,4399
9,22,4,3,4,15717,149826,store,POSTAL_CODE,,,TRUE,5837,Conad,#ee3139,11365,everli://app/locations/11365/stores/5837,https://d2m46sh0bejigh.cloudfront.net/asset/gdo/conad/logo-postal-code@2x.png,"[{'value': 'Come funzionano i prezzi di Everli', 'color_name': None, 'color': '#000000', 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': [], 'background': None, 'typography_style': None}]",Delivery time,Delivery time,everli://app/locations/11365/stores/5837/availability?funnel=POSTAL_CODE_POPUP,[],"[{'value': 'Next delivery:', 'color_name': None, 'color': None, 'link': None, 'modal_name': None, 'trigger_event': None, 'attributes': ['semibold'], 'background': None, 'typography_style': None}]",/v3/locations/11365/stores/5837/availability?funnel=POSTAL_CODE&terminate_first_hit=1&page=store_list,6927eb77f097a238d5f365761a17bfb4,"[{'event_name': 'select_store', 'data': {'location_id': '11365', 'location_province': 'MI', 'location_operating_province': 'MI', 'location_postal_code': '20124', 'location_country': 'ITA', 'location_area': 'MI3', 'store_store_id': '5837', 'store_province': 'MI', 'store_label_text': 'Come funzionano i prezzi di Everli', 'store_type': 'delivery', 'store_position': 5, 'tab_name': 'all'}}]",,,,2023y10m23d 15h7m58s,5837
